,part_num,name,part_cat_id,in_ldraw
1,901,Baseplate 16 x 30 with Set 080 Yellow House Print,1,TRUE
2,902,Baseplate 16 x 24 with Set 080 Small White House Print,1,TRUE
3,903,Baseplate 16 x 24 with Set 080 Red House Print,1,TRUE
4,904,Baseplate 16 x 24 with Set 080 Large White House Print,1,TRUE
5,1,Homemaker Bookcase 2 x 4 x 4,7,TRUE
6,10,Baseplate 24 x 32,1,TRUE
12,10039,Pullback Motor 8 x 4 x 2/3,44,TRUE
13,10048,Minifig Hair Tousled,13,TRUE
14,10049,Minifig Shield Broad with Spiked Bottom and Cutout Corner,27,TRUE
16,10050,Minifig Sword [Uruk-hai],27,TRUE
17,10051,Minifig Helmet Castle with Lateral Comb [Uruk-hai],27,TRUE
19,10052,"Minifig Beard, Rounded End [Gandalf]",27,TRUE
20,10053,Minifig Sword Small,27,TRUE
21,10054,Minifig Helmet - Rohan Style Castle with Cheek Protection and Horsehead Comb,27,TRUE
28,10057,Body / Head Gollum,13,TRUE
31,10058,"Arm, Bent [Gollum]",13,TRUE
37,10066,Minifig Hair Orc [Plain],24,TRUE
45,10124,"Arm Giant, Right",13,TRUE
47,10126,Hand Hulk - Right,13,TRUE
48,10127,Hand Hulk - Left,13,TRUE
52,10128,Hulk Body [Plain],24,TRUE
58,10154,"Arm Giant, Left",13,TRUE
73,10178,Rock 1 x 2 Crystal Stepped,33,TRUE
91,10197,Technic Pin Connector Hub with 2 Perpendicular Axles,12,TRUE
93,10201,Bracket 1 x 2 - 1 x 4 [Rounded Corners],9,TRUE
94,10202,Tile 6 x 6 with Bottom Tubes,19,TRUE
110,10247,Plate Special 2 x  2 with 1 Pin Hole [Complete Underside Rib],9,TRUE
115,10288,Technic Axle and Pin Connector Triple [120Â° Offset],12,TRUE
126,10305,Minifig Helmet with Front Prongs [Plain],27,TRUE
175,104,Antenna 6H without Stud Hole,32,TRUE
177,10509,"Horse, Moveable Legs [Plain]",28,TRUE
192,10661,"Duplo, Plate 2 x 4 with 2 Holes with Locking Ridges",4,TRUE
207,109,"Technic Shock Absorber 9.5L, Piston Rod",25,TRUE
209,10907,Minifig Headgear Helmet Space with Open Face and Top Hinge,27,TRUE
210,10908,Minifig Visor Top Hinge [Plain],24,TRUE
228,10928,Technic Gear 8 Tooth [Reinforced],52,TRUE
234,10a,Baseplate 24 x 32 with Squared Corners,1,TRUE
235,10b,Baseplate 24 x 32 with Rounded Corners,1,TRUE
236,10p01,Baseplate 24 x 32 with Dots Print [363 / 555],1,TRUE
237,10p02,Baseplate 24 x 32 with Dots Print [354 / 560-2],1,TRUE
238,10p03,Baseplate 24 x 32 with Dots Print [358],1,TRUE
239,10p04,Baseplate 24 x 32 with Dots Print [345],1,TRUE
240,10p05,Baseplate 24 x 32 with Dots Print [545-2 / 351],1,TRUE
241,10p06,Baseplate 24 x 32 with Dots Print [149],1,TRUE
242,10p07,Baseplate 24 x 32 with Dots Print [346-2],1,TRUE
243,10p08,Baseplate 24 x 32 with Dots Print [353],1,TRUE
244,10p0a,Baseplate 24 x 32 with Dots Print [1601],1,TRUE
245,10p0b,Baseplate 24 x 32 with Dots Prints [361],1,TRUE
246,11002,Plate Special 2 x 2 with Wheels Holder Wide [Reinforced Underside],9,TRUE
247,11010,Minifig Ring 1 x 1,27,TRUE
260,11089,"Barb Large Flexible [Claw, Horn]",28,TRUE
261,11090,Bar Holder with Clip,32,TRUE
262,11091,Wing 9L with Stylized Feathers,28,TRUE
266,11097,"Minifig Shoulder Pads with 1 Stud on Front, 2 Studs on Back",27,TRUE
302,11127,Rock 1 x 1 Crystal 4 Point,33,TRUE
314,11145,Electric Mindstorms EV3 Cable 25 cm,45,TRUE
315,11153,Slope Curved 4 x 1 No Studs [Stud Holder with Symmetric Ridges],37,TRUE
324,11187,Minifig Snowshoe [Short Front End],27,TRUE
327,112,"Car Air Horn bar, chrome, cone, exhaust, model, model team, pipe, team, town",24,TRUE
328,11203,Tile Special 2 x 2 Inverted,15,TRUE
342,11211,Brick Special 1 x 2 with Studs on 1 Side,5,TRUE
343,11212,Plate 3 x 3,14,TRUE
344,11213,"Plate, Round 6 x 6 with Hole",21,TRUE
345,11214,Technic Axle Pin 3L with Friction Ridges Lengthwise and 1L Axle,53,TRUE
346,11215,Bracket 5 x 2 x 1 1/3,9,TRUE
363,11233,Minifig Mask Wolf,27,TRUE
379,11252,Minifig Oval Tray,27,TRUE
380,11253,Minifig Roller Skate,27,TRUE
408,11267,Friends Slide Curved,5,TRUE
416,11272,Technic Axle Connector 2 x 3 Quadruple,12,TRUE
429,11289,Windscreen 4 x 4 x 4 2/3 with Handle,47,TRUE
430,11290,Slope Curved 2 x 8 x 2 Double,37,TRUE
434,11295,Aircraft Fuselage Curved Forward 6 x 8 Bottom,47,TRUE
445,11303,Minifig Cap - Short Curved Bill with Seams and Hole on Top,27,TRUE
471,11399,Plate Special 4 x 4 with Clips Horizontal (thick open O clips),9,TRUE
534,11455,Technic Pin Connector Perpendicular 2 x 4 Bent - Beam with 90 Hole Ã˜ 4.8,12,TRUE
535,11458,Plate Special 1 x 2 with Pin Hole on Top,9,TRUE
536,11459,Minifig Plunger (Soft Plastic) [Plain],24,TRUE
540,11476,Plate Special 1 x 2 with Clip Horizontal on Side,9,TRUE
541,11477,Slope Curved 2 x 1 No Studs [1/2 Bow],37,TRUE
543,11478,Technic Beam 1 x 5 Thin with Axle Holes on Ends,51,TRUE
569,11598,Container - Alien Pod Section 2 x 4 x 4,7,TRUE
578,11609,Friends Accessories Star with Stud Holder,27,TRUE
579,11610,Ice Cream Cone,27,TRUE
581,11618,"Friends Accessories Hair Decoration - Bow with Heart, Long Ribbon and Pin",27,TRUE
594,11767,"Fly Wheel Plate 2 x 8 with Metal Fly Wheel and Dark Azure Tire, Complete Assembly (Chima Rip Cord Base)",36,TRUE
648,11833,Plate Round 4 x 4 with 2 x 2 Hole,21,TRUE
677,11946,"Technic, Panel Fairing #21 Very Small Smooth, Side B",40,TRUE
678,11947,"Technic, Panel Fairing #22 Very Small Smooth, Side A",40,TRUE
679,11949,Technic Steering Portal with 2 Pin Holes and 2 Ball Joint Arms,25,TRUE
680,11950,Technic Steering Portal with 2 Pin Holes,25,TRUE
681,11953,Technic Grabber Arm Claw with 3L Thick Beam [Type 1],26,TRUE
682,11954,Technic Panel Curved 11 x 3 with 10 Pin Holes through Panel Surface,40,TRUE
683,11955,Technic Gear 8 Tooth No Friction,52,TRUE
684,11957,Tire 100.6 x 22 Motorcycle,29,TRUE
718,122c01,Plate Special 2 x 2 with Wheels Red,29,TRUE
719,122c02,Plate Special 2 x 2 with Wheels White,29,TRUE
747,125c01,Boat Hull Unitary 24 x 6 x 3 Complete Assembly,35,TRUE
798,12799,Pullback Motor 6 x 3 x 5,44,TRUE
800,12825,Tile Special 1 x 1 with Clip with Rounded Tips,15,TRUE
802,12884,Bucket 1 x 1 x 1 Straight,7,TRUE
803,12885,Minifig Paint Roller Brush Handle,27,TRUE
811,12889,Minifig Hair Entwined Snakes (Medusa),13,TRUE
824,12897,Minifig Backpack - Skydiver,27,TRUE
832,12939,Brick Arch 1 x 6 x 2 - Very Thin Top without Reinforced Underside,37,TRUE
878,13252,Windscreen  6 x 13 x  2,47,TRUE
881,13269,Slope 45Â° 6 x 4 Double / 33Â° [Train Roof],6,TRUE
918,13459,Road Sign Round on Pole,38,TRUE
928,13547,Slope Curved 4 x 1 Inverted,37,TRUE
929,13548,Wedge 2 x 2 (Slope 45Â° Corner),6,TRUE
930,13549,Minifig Sword - Double Chi Blade Serrated with Bar Holder,27,TRUE
935,13571,Minifig Tomahawk [Plain],24,TRUE
947,13665,Crow with 1.5 Bar,28,TRUE
959,13731,Slope Curved 10 x 1 [Symmetric Inside Ridges],37,TRUE
975,13754,Container - Alien Pod Section 2 x 4 x 2,7,TRUE
976,13756,Glass for Windscreen 2 x 6 x 2,47,TRUE
981,13760,Windscreen 2 x 6 x 2 Train without Glass,47,TRUE
1005,13787,Minifig Hat - Elf Ears [Plain],24,TRUE
1007,13788,Minifig Hat - Wide Brimmed,27,TRUE
1009,13789,Minifig Police Helmet,13,TRUE
1011,13790,Minifig Truncheon,27,TRUE
1016,13793,Minifig Welding Gun,27,TRUE
1023,13808,Minifig Saxophone,27,TRUE
1054,13952,Minifig Laser Gun Kryptonian,27,TRUE
1055,13965,Brick Arch 1 x 3 x 3 [Gothic],37,TRUE
1065,14,Road Sign Round,38,TRUE
1072,14045,Minifig Ear Protectors / Headphones,27,TRUE
1077,14149,Technic Rubber Foot for Chain Tread 38,26,TRUE
1103,14295,Minifig Skirt - Uneven Fringe,27,TRUE
1113,14413,Facet 4 x 4,6,TRUE
1114,14417,Plate Special 1 x 2 with 5.9mm Centre Side Ball,9,TRUE
1134,14682,Vehicle Exhaust Pipe with Technic Pin - Flat End,36,TRUE
1136,14696,"Technic Chain Link, Reinforced, with Beveled Edge",26,TRUE
1138,14707,Brick Arch 1 x 12 x 3 Raised Arch,37,TRUE
1139,14716,Brick 1 x 1 x 3,11,TRUE
1140,14718,Panel 1 x 4 x 2 with Side Supports - Hollow Studs,23,TRUE
1141,14719,Tile 2 x 2 Corner,19,TRUE
1142,14720,Technic I Beam 3 x 5 Thick [90Â° Offset Centre Beam Holes],55,TRUE
1165,14769,Tile Round 2 x 2 with Bottom Stud Holder,19,TRUE
1254,15,Legs Old,13,TRUE
1255,15038,Wheel 56 x 36 Technic Racing Medium with 6 Pin Holes,29,TRUE
1265,15068,Slope Curved 2 x 2 x 2/3,37,TRUE
1282,15070,Plate Special 1 x 1 with Vertical Tooth,9,TRUE
1283,15071,Minifig Blaster 1 x 2 x 2/3 with Studs on Sides and Handle,27,TRUE
1310,15092,Plate 2 x 2 with 2 Pins,9,TRUE
1321,15100,Technic Pin Connector Hub with 1 Pin with Friction Ridges Lengthwise,12,TRUE
1330,15208,Plate Special 1 x 2 with Three Teeth [Tri-Tooth],9,TRUE
1331,15209,Plate 1 x 2 Special with Two Vertical Teeth,9,TRUE
1337,15254,Brick Arch 1 x 6 x 2 - Thin Top without Reinforced Underside [New Version],37,TRUE
1339,15265,Technic Digger Bucket 13 x 23,26,TRUE
1341,15279,Grass Stem with Bar Hole [3.2mm],28,TRUE
1342,15284,Minifig Hair with Sun Visor [Plain],24,TRUE
1344,15301,Spring Shooter 1 x 4 x 1 Bottom,24,TRUE
1345,15302,Spring Shooter 1 x 4 x 1 Top,24,TRUE
1346,15303,Spring Shooter Ammuniton 8L,32,TRUE
1360,15332,Fence Spindled 1 x 4 x 2 [4 Top Studs],32,TRUE
1413,15379,Technic Link Tread with Beveled Edge,26,TRUE
1414,15391,"Minifig Gun, Blaster Mini",27,TRUE
1415,15391c01,"Gun, Blaster / Shooter Mini with Dark Bluish Gray Trigger - Complete Assembly",27,TRUE
1416,15391c02,"Gun, Blaster / Shooter Mini with Reddish Brown Trigger - Complete Assembly ",27,TRUE
1417,15392,Minifig Gun Trigger,27,TRUE
1418,15395,Brick Round 2 x 2 Dome Bottom [Open Stud],20,TRUE
1420,15397,Plate 3 x 3 Cross,14,TRUE
1421,15400,Brick Special - Sprung Shooter 1 x 4 with Light Bluish Gray Top,5,TRUE
1427,15413,Tyre 49.53 x 20,29,TRUE
1448,15443,Minifig Hair with Rear Cowlick,13,TRUE
1449,15444,Brick Special 1 x 1 x 2 with Extra Tube Side [Piece of Resistance],5,TRUE
1456,15457,Technic Worm Gear 3L with Bush Ends,52,TRUE
1457,15458,Technic Panel 3 X 11 x 1,40,TRUE
1458,15459,Technic Steering Arm 5 x 1 with Towball Socket,25,TRUE
1459,15460,"Technic Steering Gear with 3 Ball Joints, Compact",25,TRUE
1460,15461,Technic Pin Connector 3L with 2 Pins and Center Hole,12,TRUE
1461,15462,Technic Axle 5 with Stop,46,TRUE
1467,15470,Plate Round 1 x 1 Swirled Top,21,TRUE
1492,15501,"Minifig Beard, Short",13,TRUE
1503,15522,Minifig Head Modified Simpsons Marge Simpson [Plain],24,TRUE
1507,15523,Minifig Head Modified Simpsons Bart Simpson [Plain],13,TRUE
1511,15524,Minifig Head Modified Simpsons Lisa Simpson [Plain],24,TRUE
1515,15527,Minifig Head Modified Simpsons Homer Simpson [Plain],13,TRUE
1520,15529,Minifig Head Modified Simpsons Ned Flanders [Plain],24,TRUE
1523,15533,Brick Special 1 x 4 with Masonry Brick Profile,5,TRUE
1525,15535,Tile 2 x 2 Round with Hole,15,TRUE
1530,15540,Helicopter Landing Ski 1 x 6 with Pin Hole,35,TRUE
1540,15571,Slope 45Â° 2 x 1 Triple with Inside Stud Holder,3,TRUE
1542,15573,Plate Special 1 x 2 with 1 Stud with Groove and Inside Stud Holder (Jumper),9,TRUE
1556,15623,Brick Modified 16 x 16 x 2/3 with 1 x 4 Indentations and 1 x 4 Plate,5,TRUE
1562,15624,Brick Modified 8 x 8 with 1 x 4 Indentations and 1 x 4 Plate,5,TRUE
1607,15673,Minifig Hair Female with Top Knot Bun [Plain],24,TRUE
1609,15675,Minifig Hair - Friends - Long with French Braided Ponytail [3 Holes],13,TRUE
1610,15677,"Minifig Hair Female Long Wavy, Right Side Part, with Short Sides, Hole on Top (Ariel)",13,TRUE
1618,15706,Plate Special 4 Stud 45Â° Angle Plate,9,TRUE
1620,15712,Tile Special 1 x 1 with Clip with Rounded Edges,15,TRUE
1635,15790,Propeller 3 Blade 9 Diameter with Recessed Center,35,TRUE
1773,164c01,Boat Section Stern  6 x  6 x  3.333 with LtGray Deck,35,TRUE
1790,16577,Brick Arch 1 x 8 x 2 Raised,37,TRUE
1834,16709,Minifig Legs Short with Horizontal Stripes [Placeholder],13,TRUE
1846,16770,"Barb Large (Claw, Talon) with Clip",28,TRUE
1859,16820,Minifig Skirt Cloth Short,27,TRUE
1887,17,Torso Old,13,TRUE
1903,17114,Technic Brick Special 2 x 2 with 10.2mm Balls with Holes and Axle Hole,26,TRUE
1948,17485,Brick Round 2 x 2 with Pin Holes,20,TRUE
1950,17486,"Leg Mechanical, Droid with Technic Pin - Short",13,TRUE
1962,17630,Minifig Hair Straight Cut and Short Ponytail,27,TRUE
2018,18200,Minifig Skirt Cloth Stepped Edge,27,TRUE
2029,18352,"Technic Steering Wheel Pilot's Yoke [Hollow Stud, Axle Hole with + Opening]",25,TRUE
2058,184,Baseplate 16 x 18,1,TRUE
2061,18450,Tyre 81.6 x 44 R,29,TRUE
2082,185c01,Boat Section Middle  6 x  8 x  3.333 with LtGray Deck,35,TRUE
2084,18646,Plate Round Half 3 x 6 with 1 x 2 Cutout,21,TRUE
2085,18649,Plate Special 1 x 2 with Handles on Ends,9,TRUE
2086,18651,Technic Axle Pin 3L with Friction Ridges Lengthwise and 2L Axle,53,TRUE
2088,18653,Brick 1x3x2 w. inside bow,37,TRUE
2089,18654,Technic Pin Connector Round 1L  [Beam],12,TRUE
2091,18671,Bracket 3 x 2 x 1 1/3,9,TRUE
2093,18674,Tile 2 x 2 Round with Center Stud,15,TRUE
2104,18677,Plate Special 1 x 2 with Pin Hole,9,TRUE
2176,18892,Brick Special 2 x 4 with Wheels Holder with 2 x 2 Cutout,5,TRUE
2199,18922,Brick Special 8 x 16 with 1 x 4 Indentations and 1 x 4 Plate,5,TRUE
2205,18939,Technic Turntable Large Type 3 Base,26,TRUE
2206,18940,Gear Rack 1 x 14 x 2 Housing,52,TRUE
2207,18942,Gear Rack 1 x 14 x 2 with Axle and Pin Holes,52,TRUE
2209,18944,Technic Panel Curved 3 x 13,40,TRUE
2210,18945,Technic Panel 5 x 11 x 1 Tapered,40,TRUE
2211,18946,Technic Gear 16 Tooth with Clutch on Both Sides,52,TRUE
2212,18947,Technic Driving Ring 3L,52,TRUE
2213,18948,Technic Driving Ring Connector,12,TRUE
2225,18972,Windscreen 5 x 4 x 1 1/3,47,TRUE
2226,18973,Windscreen 6 x 4 x 1 Curved,47,TRUE
2232,18974,Vehicle Mudguard 4 x 2 1/2 x 2 1/3 with Arch Round,36,TRUE
2233,18975,Brick Special 2 x 4 x 1 1/3 with Holes and 2 x 2 Cutout,5,TRUE
2237,18978a,Wheel Cover 5 Spoke - for Wheel 18976,29,TRUE
2242,18980,Plate Round Corner 2 x 6 Double,21,TRUE
2296,19119,Plant Flower Stem with Bar and 6 Stems,28,TRUE
2548,2,Homemaker Cupboard 4 x 4 x 4,7,TRUE
2549,200,Technic Rack Winder Axle,52,TRUE
2568,202,Technic Rack Winder,52,TRUE
2580,20309,Window 1 x 4 x 1 2/3 with Spoked Rounded Top,16,TRUE
2600,2039,Lamp Post 2 x 2 x 7 with 6 Base Flutes,32,TRUE
2604,2040,Fabuland Fence 1 x 6 x 2 Rounded,32,TRUE
2608,2041,Fabuland Bench Seat,27,TRUE
2618,2046,Stairs 6 x 6 x 9 1/3 Curved Enclosed,32,TRUE
2629,20482,Tile Round 1 x 1 with Pin,15,TRUE
2714,21,Windscreen 2 x 4 x 1 2/3,47,TRUE
2715,210,Baseplate 16 x 22,1,TRUE
2768,21445,Plate Special 1 x 2 with Wheel Holder,9,TRUE
2769,2145,"Brick, Arch 2 x 6 x 5 Ornamented",34,TRUE
2849,22119,Ball Hard Plastic - 51mm [FLL Ball],26,TRUE
2930,22667,Cherries,28,TRUE
2943,2291,Duplo Brick 2 x 10,4,TRUE
2947,2296,Duplo Baseplate 16 x 24 with 93 Stud Irregular Gap  ,4,TRUE
2948,22961,Technic Pin Connector Hub with 1 Axle,12,TRUE
2949,22969,Wheel 62 x 46 Technic Racing Large,29,TRUE
2951,2300,Brick 2 x 6,4,TRUE
2957,2301,Brick 2 x 3 x 2 with Curve,4,TRUE
2959,2302,Brick 2 x 3 with Curved Top,4,TRUE
2963,23065,Duplo Ball for Ball Tube,4,TRUE
2981,2332,Duplo Door Frame with Raised Door Outline,4,TRUE
2989,2335,Flag 2 x 2 Square [Thin Clips],38,TRUE
2990,2335p01,Flag 2 x 2 Square with Diver Blue Print,38,TRUE
2991,2335p02,Flag 2 x 2 Square with Diver Down Stripe Print,38,TRUE
2992,2335p04,Flag 2 x 2 Square with Imperial Soldier Black Symbol over White Cross on Blue Background Print,38,TRUE
2993,2335p30,Flag 2 x 2 Square with Skull and Crossbones Print,38,TRUE
2994,2335p31,"Flag 2 x 2 Square with Crossed Cannons over Red Stripes, Black Outline Print",38,TRUE
2995,2335p40,Flag 2 x 2 Square with Goblets and Grapes Print,38,TRUE
2996,2335p41,Flag 2 x 2 Square with Red Square and Yellow / Blue Dragon Print,38,TRUE
2997,2335p43,Flag 2 x 2 Square with Black Falcon Original Print (rounder bottomed Shield),38,TRUE
2998,2335p44,Flag 2 x 2 Square with Wolfpack Print [6038 / 6075],38,TRUE
3009,2335ps1,Flag 2 x 2 Square with Orange and Silver Circuitry Print,38,TRUE
3010,2335pw1,Flag 2 x 2 with Cavalry Logo Print,38,TRUE
3021,2336,Cockpit Space Nose,5,TRUE
3022,2336p35,Cockpit Space Nose with Silver and Black V Print,5,TRUE
3023,2336p36,Cockpit Space Nose with Silver and Red V Print [6820],5,TRUE
3024,2336p68,Cockpit Space Nose with MTron Logo Print [6811 / 6862 / 6896],5,TRUE
3025,2336p90,Cockpit Space Nose with Classic Space Logo Print [6827 / 6849],5,TRUE
3027,2337,Windscreen 4 x 4 x 2 Canopy Extender,47,TRUE
3028,2338,Minifig Hat High Cone Shaped,27,TRUE
3029,2339,Brick Arch 1 x 5 x 4 [Continuous Bow],37,TRUE
3030,2340,Tail 4 x 1 x 3,35,TRUE
3032,2340p90,Tail 4 x 1 x 3 with Classic Space Logo Print,35,TRUE
3036,2341,Slope Inverted 45Â° 3 x 1 Double with 2 Completely Open Studs,3,TRUE
3037,2342,Minifig Control Panel,27,TRUE
3040,2343,Minifig Goblet,27,TRUE
3045,2345,Panel 3 x 3 x 6 Corner Wall,23,TRUE
3046,2345p01,Panel 3 x 3 x 6 Corner Wall with Black Lines Print,23,TRUE
3047,2345p02,Panel Wall 3 x 3 x 6 Corner with Dark Grey Stones Print,23,TRUE
3048,2345p03,Panel Wall 3 x 3 x 6 Corner with Light Grey Stones Print,23,TRUE
3049,2345p04,Panel Wall  3 x  3 x  6 Corner with Scattered Bricks Print,23,TRUE
3050,2345p44,Panel 3 x 3 x 6 Corner Wall with Blacktron I Logo Print,23,TRUE
3053,2346,Tyre 30 x 10.5 Offset Tread,29,TRUE
3054,2347,"Vehicle, Digger Bucket 7 Teeth 3 x 6",36,TRUE
3055,2348a,Glass for Hinge Car Roof 4 x 4 Sunroof [No Ridges],16,TRUE
3056,2348b,Glass for Hinge Car Roof 4 x 4 Sunroof with Ridges,16,TRUE
3057,2349a,Hinge Vehicle Roof 4 x 4 Sunroof without Ledges,18,TRUE
3058,2349b,Hinge Car Roof  4 x  4 Sunroof with Ledges,18,TRUE
3059,2350,Crane Arm Outside,24,TRUE
3060,2350a,"Crane Arm Outside, Old Narrow",34,TRUE
3061,2350ap01,"Crane Arm Outside, Old Narrow with Black Moving Print",34,TRUE
3062,2350b,"Crane Arm Outside, New Wide with End Notch",34,TRUE
3063,2350c,"Crane Arm Outside, New Wide with End Notch, 2 Fixed Rotatable Friction Pins",34,TRUE
3064,2351,Crane Arm Centre,34,TRUE
3065,2352,Windscreen 2 x 4 x 3 Frame,47,TRUE
3066,2356,Brick 4 x 6,11,TRUE
3067,2357,Brick 2 x 2 Corner,11,TRUE
3068,2358,Baseplate 32 x 32 Road Straight,1,TRUE
3069,2358p02,"Baseplate, Road 32 x 32 7-Stud Straight with Runway Crosswalk Print",1,TRUE
3070,2358p03,Baseplate Road 32 x 32 7-Stud Straight with Plain Wide Runway Print [6597 / 5199],1,TRUE
3071,2358p04,Baseplate 32 x 32 Road 7-Stud Straight with Runway Narrow Print,1,TRUE
3072,2359,"Baseplate 32 x 32 Road 7-Stud Curve roadplate, curved",1,TRUE
3073,2359p01,Baseplate Road 32 x 32 7-Stud Curve with Road Print,1,TRUE
3074,2359p02,Baseplate 32 x 32 Road 7-Stud Curve with Lagoon Print,1,TRUE
3075,2359p03,Baseplate 32 x 32 Road 7-Stud Curve with River Print,1,TRUE
3077,2360,Baseplate 32 x 32 Road T Intersection,1,TRUE
3078,2360p01,Baseplate Road 32 x 32 7-Stud T Intersection with Crosswalks Print,1,TRUE
3079,2360p02,Baseplate Road 32 x 32 7-Stud T Intersection with Runway 'V' Narrow Print,1,TRUE
3080,2361,Baseplate 32 x 32 Road Crossroads,1,TRUE
3081,2361p01,Baseplate Road 32 x 32 7-Stud Crossroads with Road and Crosswalks Print,1,TRUE
3082,2361p02,Baseplate 32 x 32 Road 7-Stud Crossroads w/ Runway Wide Print,1,TRUE
3083,2361p03,Baseplate 32 x 32 Road 7-Stud Crossroads w/ Runway Narrow Patt.,1,TRUE
3084,2362,Panel 1 x 2 x 3 - Undetermined Type,24,TRUE
3085,2362a,Panel 1 x 2 x 3 - Solid Studs,23,TRUE
3086,2362ap53,"Panel 1 x 2 x 3 with Space Police I Left Print logo,space police",23,TRUE
3087,2362ap54,"Panel 1 x 2 x 3 with Space Police I Right Print logo,space police",23,TRUE
3088,2362b,Panel 1 x 2 x 3 [Hollow Studs],23,TRUE
3097,2372c01,Boat Hull Unitary 25 x 10 x 4 1/3 Complete Assembly,35,TRUE
3099,2374,Boat Cargo Loading Plate 10 x 12 with 6 x 8 Tub,7,TRUE
3101,2375,Hinge Bar 12L with 3 Fingers and Open End Stud,18,TRUE
3103,2376,Tile Round 2 x 2 - Thin Lifting Ring,15,TRUE
3105,2377,Window 1 x 2 x 2 Plane,16,TRUE
3106,2377p01,Window 1 x 2 x 2 Plane with POLICE Print,16,TRUE
3144,2397,Horse Hitching [Studded],28,TRUE
3157,2399,Wedge 3 x 4 [No Stud Notches],6,TRUE
3161,2400,Door 1 x 5 x 10 Curved Top,16,TRUE
3163,2401,Plate Angled 10 x 10 without Corner,49,TRUE
3183,2408,Panel 10 x 6 x 11,23,TRUE
3190,2408p01,Panel 10 x 6 x 11 with Blacktron II Logo Print,23,TRUE
3191,2408p02,Panel 10 x 6 x 11 with Blacktron I Logo Print,23,TRUE
3192,2408p04,Panel 10 x 6 x 11 with Futuron Stripes Print,23,TRUE
3194,2409,Panel 10 x 10 x 12 Quarter Dome,23,TRUE
3210,24116,Technic Panel Curved and Bent 6 x 3,40,TRUE
3221,2412a,Tile Special 1 x 2 Grille without Bottom Groove,15,TRUE
3222,2412b,Tile Special 1 x 2 Grille with Bottom Groove,15,TRUE
3223,2413,Wedge Plate 4 x 9,49,TRUE
3235,2415,Plate Special 2 x 2 Thin with Plane Single Wheel Holder,36,TRUE
3249,2417,Leaves 6 x 5,28,TRUE
3261,2418a,Windscreen 6 x 6 Octagonal Canopy without Axle hole,47,TRUE
3262,2418b,Windscreen 6 x 6 Octagonal Canopy with Axle hole,47,TRUE
3266,2419,Wedge Plate 3 x 6 Cut Corners,49,TRUE
3283,2420,Plate 2 x 2 Corner,14,TRUE
3290,2421,Propeller 3 Blade Small,35,TRUE
3292,2422,Bracket 2 x 2 - 1 x 4,34,TRUE
3294,2423,Leaves 4 x 3,28,TRUE
3296,2424,Crane Basket 2 x 3 x 2 with Non-Locking Hinge Fingers,34,TRUE
3301,2428,Technic Rack 1 x 20 x 2/3,52,TRUE
3302,2429,Hinge Plate 1 x 4 Swivel Base,18,TRUE
3304,242c01,Wheel Spoked with Stud,29,TRUE
3305,2430,Hinge Plate 1 x 4 Swivel Top,18,TRUE
3315,2431,Tile 1 x 4 with Groove,19,TRUE
3321,2431p00,Tile  1 x  4 with Black Wrench Print,10,TRUE
3322,2431p06,Tile 1 x 4 with 3 White Stars Print,10,TRUE
3323,2431p08,"Tile 1 x 4 with - - 3 - - Print race,racing,racer",19,TRUE
3324,2431p12,Tile 1 x 4 with Stylised Radar Print,10,TRUE
3325,2431p51,Tile 1 x 4 with White Horizontal Stripes Print,10,TRUE
3326,2431p78,Tile  1 x  4 with 4 Red Stripes Print,10,TRUE
3327,2431pa0,Tile 1 x 4 with Hieroglyphs and Minifig Print,10,TRUE
3331,2431pc1,Tile  1 x  4 with Control Panel Print,10,TRUE
3379,2431ps0,Tile  1 x  4 with SW Black Naboo Symbols Print,10,TRUE
3380,2431ps1,Tile  1 x  4 with Black and Copper Circuits Print,10,TRUE
3381,2431ps3,Tile 1 x 4 with SW Mini Jedi Starfighter Print,10,TRUE
3382,2431pt0,Tile 1 x 4 with RALLY Print,10,TRUE
3383,2431pt2,Tile 1 x 4 with 'Octan' Logo Print,10,TRUE
3384,2431pw0,Tile 1 x 4 with Keep Out Sign Print,10,TRUE
3385,2431pw1,Tile 1 x 4 with 'LEGOREDO' Print,10,TRUE
3397,2432,Tile Special 1 x 2 with Handle,15,TRUE
3400,2433,Hinge Bar with 3 Fingers and End Stud (Control Lever),18,TRUE
3401,2434,Brick Special 2 x 4 x 2 with Studs on Sides,5,TRUE
3402,2435,Pine Tree - Small 2 x 2 x 4,28,TRUE
3403,2436,Bracket 1 x 2 - 1 x 4 [Square Corners],9,TRUE
3404,2437,Windscreen 3 x 4 x 1 1/3 with 2 Studs on Top,47,TRUE
3411,2439,Trash Can with 2 Cover Holders,7,TRUE
3415,2440,Hinge Panel 6 x 3,18,TRUE
3417,2440p01,Hinge  6 x  3 Radar with Yellow 4 and Red/Yellow Stripes Patt.,18,TRUE
3418,2440p67,Hinge Panel 6 x 3 with Ice Planet and Mechanical Print,18,TRUE
3419,2440p69,Hinge Panel 6 x 3 with Yellow Radar Print,18,TRUE
3423,2441,Vehicle Base 4 x 7 x 2/3,36,TRUE
3427,2443,Hinge Window Frame 1 x 4 x 3 with Octagonal Panel,16,TRUE
3428,2444,Plate Special 2 x 2 with 1 Pin Hole [Split Underside Ribs],9,TRUE
3431,2445,Plate 2 x 12,14,TRUE
3434,2446,Minifig Standard Helmet,27,TRUE
